music_neu_3
0 0:0.05 1:0.55 2:0.4 
0 0:0.3 1:0.6 2:0.1 
0 0:0.133333333333 1:0.8 2:0.0666666666667 
0 0:0.0 1:0.75 2:0.25 
0 0:0.0833333333333 1:0.666666666667 2:0.25 
0 0:0.1 1:0.7 2:0.2 
0 0:0.0 1:0.75 2:0.25 
0 0:0.0 1:0.666666666667 2:0.333333333333 
0 0:0.636363636364 1:0.272727272727 2:0.0909090909091 

videogames_pos_13
0 0:0.111111111111 1:0.611111111111 2:0.277777777778 
0 0:0.307692307692 1:0.692307692308 2:0.0 
0 0:0.166666666667 1:0.666666666667 2:0.166666666667 
0 0:0.0833333333333 1:0.583333333333 2:0.333333333333 
0 0:0.2 1:0.6 2:0.2 
0 0:0.0 1:0.333333333333 2:0.666666666667 
0 0:0.333333333333 1:0.333333333333 2:0.333333333333 
0 0:0.5 1:0.416666666667 2:0.0833333333333 
0 0:0.266666666667 1:0.533333333333 2:0.2 
0 0:0.111111111111 1:0.444444444444 2:0.444444444444 
0 0:0.0 1:0.333333333333 2:0.666666666667 
0 0:0.0 1:0.5 2:0.5 
0 0:0.25 1:0.583333333333 2:0.166666666667 
0 0:0.333333333333 1:0.666666666667 2:0.0 
0 0:0.454545454545 1:0.545454545455 2:0.0 
0 0:0.5 1:0.5 2:0.0 
0 0:0.75 1:0.25 2:0.0 
0 0:0.571428571429 1:0.428571428571 2:0.0 
0 0:0.333333333333 1:0.666666666667 2:0.0 
0 0:0.2 1:0.8 2:0.0 
0 0:0.0 1:0.625 2:0.375 
0 0:0.1 1:0.9 2:0.0 

music_neu_88
0 0:0.0 1:0.8 2:0.2 
0 0:0.4 1:0.6 2:0.0 
0 0:0.0 1:1.0 2:0.0 
0 0:0.0 1:0.9 2:0.1 
0 0:0.0588235294118 1:0.882352941176 2:0.0588235294118 
0 0:0.222222222222 1:0.740740740741 2:0.037037037037 
0 0:0.0 1:0.636363636364 2:0.363636363636 
0 0:0.0 1:0.8 2:0.2 

music_neg_28
0 0:0.75 1:0.25 2:0.0 
0 0:0.4 1:0.6 2:0.0 
0 0:0.333333333333 1:0.5 2:0.166666666667 
0 0:0.5 1:0.4 2:0.1 
0 0:0.375 1:0.625 2:0.0 
0 0:0.428571428571 1:0.428571428571 2:0.142857142857 

videogames_neg_3
0 0:0.0 1:1.0 2:0.0 
0 0:0.25 1:0.75 2:0.0 
0 0:0.142857142857 1:0.571428571429 2:0.285714285714 
0 0:0.166666666667 1:0.666666666667 2:0.166666666667 
0 0:0.0 1:0.666666666667 2:0.333333333333 
0 0:0.0 1:0.666666666667 2:0.333333333333 
0 0:0.5 1:0.5 2:0.0 
0 0:0.375 1:0.625 2:0.0 
0 0:0.0 1:0.333333333333 2:0.666666666667 
0 0:0.2 1:0.8 2:0.0 
0 0:0.333333333333 1:0.5 2:0.166666666667 
0 0:0.5 1:0.5 2:0.0 
0 0:0.4 1:0.4 2:0.2 
0 0:0.3 1:0.6 2:0.1 
0 0:0.0 1:1.0 2:0.0 
0 0:0.555555555556 1:0.333333333333 2:0.111111111111 
1 0:0.625 1:0.125 2:0.25 
0 0:0.0 1:1.0 2:0.0 
0 0:0.4 1:0.6 2:0.0 
0 0:0.166666666667 1:0.833333333333 2:0.0 
0 0:0.444444444444 1:0.444444444444 2:0.111111111111 

electronics_neg_3
0 0:0.125 1:0.875 2:0.0 
0 0:0.5 1:0.5 2:0.0 
0 0:0.25 1:0.5 2:0.25 
0 0:0.142857142857 1:0.714285714286 2:0.142857142857 
0 0:0.25 1:0.75 2:0.0 
0 0:0.636363636364 1:0.363636363636 2:0.0 
0 0:0.666666666667 1:0.333333333333 2:0.0 
0 0:0.571428571429 1:0.285714285714 2:0.142857142857 

books_pos_32
0 0:0.0 1:0.857142857143 2:0.142857142857 
0 0:0.0 1:0.75 2:0.25 
0 0:0.04 1:0.48 2:0.48 
0 0:0.142857142857 1:0.428571428571 2:0.428571428571 
0 0:0.333333333333 1:0.666666666667 2:0.0 
0 0:0.5 1:0.333333333333 2:0.166666666667 
0 0:0.0 1:1.0 2:0.0 
0 0:0.0 1:1.0 2:0.0 

books_pos_19
0 0:0.0384615384615 1:0.538461538462 2:0.423076923077 
0 0:0.0 1:0.928571428571 2:0.0714285714286 
0 0:0.0 1:0.583333333333 2:0.416666666667 
0 0:0.1 1:0.533333333333 2:0.366666666667 
0 0:0.0909090909091 1:0.454545454545 2:0.454545454545 
-1 0:0.5 1:0.25 2:0.25 

dvds_pos_74
0 0:0.0116279069767 1:0.476744186047 2:0.511627906977 
0 0:0.0 1:0.926829268293 2:0.0731707317073 
0 0:0.0909090909091 1:0.909090909091 2:0.0 
0 0:0.037037037037 1:0.888888888889 2:0.0740740740741 
0 0:0.04 1:0.44 2:0.52 
0 0:0.0 1:0.941176470588 2:0.0588235294118 
-1 0:0.104166666667 1:0.291666666667 2:0.604166666667 
0 0:0.05 1:0.1 2:0.85 
0 0:0.0 1:0.387096774194 2:0.612903225806 
0 0:0.0652173913043 1:0.326086956522 2:0.608695652174 

videogames_pos_47
0 0:0.25 1:0.75 2:0.0 
0 0:0.0 1:0.8 2:0.2 
0 0:0.2 1:0.6 2:0.2 
0 0:0.125 1:0.625 2:0.25 
0 0:0.0 1:0.928571428571 2:0.0714285714286 
-1 0:0.75 1:0.0 2:0.25 
0 0:0.0 1:1.0 2:0.0 
0 0:0.0 1:1.0 2:0.0 
0 0:0.1 1:0.8 2:0.1 
0 0:0.0714285714286 1:0.857142857143 2:0.0714285714286 
0 0:0.166666666667 1:0.833333333333 2:0.0 
0 0:0.25 1:0.75 2:0.0 
0 0:0.125 1:0.875 2:0.0 
-1 0:0.666666666667 1:0.333333333333 2:0.0 
0 0:0.0 1:0.954545454545 2:0.0454545454545 
0 0:0.0 1:0.9 2:0.1 
0 0:0.0 1:1.0 2:0.0 
0 0:0.0384615384615 1:0.961538461538 2:0.0 
0 0:0.0 1:0.933333333333 2:0.0666666666667 
0 0:0.0 1:0.5 2:0.5 
0 0:0.0769230769231 1:0.461538461538 2:0.461538461538 
0 0:0.2 1:0.3 2:0.5 
0 0:0.25 1:0.25 2:0.5 
-1 0:0.428571428571 1:0.428571428571 2:0.142857142857 
-1 0:0.666666666667 1:0.0 2:0.333333333333 
-1 0:0.2 1:0.4 2:0.4 
0 0:0.333333333333 1:0.333333333333 2:0.333333333333 
0 0:0.2 1:0.8 2:0.0 
0 0:0.0 1:1.0 2:0.0 
1 0:0.0 1:0.75 2:0.25 

electronics_neu_14
0 0:0.2 1:0.8 2:0.0 
0 0:0.0 1:0.6 2:0.4 
0 0:0.0 1:1.0 2:0.0 
0 0:0.5 1:0.5 2:0.0 
0 0:0.5 1:0.5 2:0.0 
0 0:0.714285714286 1:0.285714285714 2:0.0 
0 0:0.8 1:0.2 2:0.0 
0 0:0.166666666667 1:0.5 2:0.333333333333 
0 0:0.125 1:0.625 2:0.25 
0 0:0.0833333333333 1:0.833333333333 2:0.0833333333333 

dvds_neg_16
0 0:0.263157894737 1:0.684210526316 2:0.0526315789474 
0 0:0.166666666667 1:0.833333333333 2:0.0 
0 0:0.0 1:1.0 2:0.0 
0 0:0.0 1:1.0 2:0.0 
0 0:0.181818181818 1:0.818181818182 2:0.0 
0 0:0.2 1:0.8 2:0.0 
0 0:0.0 1:1.0 2:0.0 
0 0:0.5 1:0.5 2:0.0 
0 0:0.125 1:0.75 2:0.125 
0 0:0.0 1:0.6 2:0.4 
0 0:0.0 1:0.9 2:0.1 
0 0:0.2 1:0.8 2:0.0 
0 0:0.25 1:0.75 2:0.0 
0 0:0.117647058824 1:0.764705882353 2:0.117647058824 
0 0:0.368421052632 1:0.526315789474 2:0.105263157895 
0 0:0.5 1:0.375 2:0.125 
0 0:0.272727272727 1:0.636363636364 2:0.0909090909091 
0 0:0.0 1:0.75 2:0.25 
0 0:0.272727272727 1:0.636363636364 2:0.0909090909091 
0 0:0.428571428571 1:0.571428571429 2:0.0 
0 0:0.0 1:0.8 2:0.2 
0 0:0.25 1:0.75 2:0.0 
-1 0:1.0 1:0.0 2:0.0 
0 0:0.333333333333 1:0.666666666667 2:0.0 
0 0:0.666666666667 1:0.333333333333 2:0.0 
0 0:0.0 1:0.571428571429 2:0.428571428571 
0 0:0.0 1:0.7 2:0.3 
0 0:0.1 1:0.8 2:0.1 
0 0:0.222222222222 1:0.666666666667 2:0.111111111111 
0 0:0.3 1:0.7 2:0.0 
0 0:0.0526315789474 1:0.894736842105 2:0.0526315789474 
0 0:0.0 1:1.0 2:0.0 
0 0:0.5 1:0.5 2:0.0 

dvds_neu_45
0 0:0.166666666667 1:0.583333333333 2:0.25 
0 0:0.0909090909091 1:0.818181818182 2:0.0909090909091 
0 0:0.333333333333 1:0.6 2:0.0666666666667 
0 0:0.6 1:0.4 2:0.0 
0 0:0.384615384615 1:0.538461538462 2:0.0769230769231 
0 0:0.2 1:0.7 2:0.1 
0 0:0.285714285714 1:0.571428571429 2:0.142857142857 
0 0:0.0 1:1.0 2:0.0 
0 0:0.0 1:1.0 2:0.0 
0 0:0.0 1:1.0 2:0.0 
0 0:0.0 1:0.666666666667 2:0.333333333333 
0 0:0.0 1:1.0 2:0.0 
0 0:0.0454545454545 1:0.818181818182 2:0.136363636364 
0 0:0.125 1:0.875 2:0.0 
0 0:0.461538461538 1:0.538461538462 2:0.0 
-1 0:0.5 1:0.461538461538 2:0.0384615384615 
-1 0:0.384615384615 1:0.538461538462 2:0.0769230769231 
0 0:0.428571428571 1:0.571428571429 2:0.0 
0 0:0.235294117647 1:0.647058823529 2:0.117647058824 
0 0:0.125 1:0.875 2:0.0 
0 0:0.0909090909091 1:0.545454545455 2:0.363636363636 
0 0:0.0 1:0.363636363636 2:0.636363636364 
0 0:0.0769230769231 1:0.692307692308 2:0.230769230769 
0 0:0.25 1:0.5 2:0.25 
0 0:0.0 1:0.6 2:0.4 

music_neu_12
0 0:0.285714285714 1:0.714285714286 2:0.0 
0 0:0.0 1:0.833333333333 2:0.166666666667 
0 0:0.0 1:0.833333333333 2:0.166666666667 
0 0:0.5 1:0.416666666667 2:0.0833333333333 
0 0:0.2 1:0.6 2:0.2 
0 0:0.0882352941176 1:0.882352941176 2:0.0294117647059 

videogames_neu_11
0 0:0.272727272727 1:0.545454545455 2:0.181818181818 
0 0:0.4 1:0.6 2:0.0 
0 0:0.416666666667 1:0.5 2:0.0833333333333 
0 0:0.307692307692 1:0.692307692308 2:0.0 
0 0:0.363636363636 1:0.545454545455 2:0.0909090909091 
0 0:0.238095238095 1:0.666666666667 2:0.0952380952381 

electronics_neg_26
0 0:0.166666666667 1:0.5 2:0.333333333333 
0 0:0.0 1:0.6 2:0.4 
0 0:0.0 1:0.5 2:0.5 
0 0:0.166666666667 1:0.333333333333 2:0.5 
0 0:0.777777777778 1:0.222222222222 2:0.0 
0 0:0.125 1:0.875 2:0.0 
1 0:0.555555555556 1:0.333333333333 2:0.111111111111 
0 0:0.0 1:0.8 2:0.2 
0 0:0.583333333333 1:0.416666666667 2:0.0 
0 0:0.375 1:0.5 2:0.125 
0 0:0.4 1:0.5 2:0.1 
0 0:0.5 1:0.375 2:0.125 
0 0:0.285714285714 1:0.571428571429 2:0.142857142857 
0 0:0.5 1:0.5 2:0.0 

dvds_pos_12
0 0:0.0 1:0.962962962963 2:0.037037037037 
0 0:0.133333333333 1:0.733333333333 2:0.133333333333 
0 0:0.0 1:0.948717948718 2:0.0512820512821 
0 0:0.1 1:0.4 2:0.5 
0 0:0.0666666666667 1:0.8 2:0.133333333333 
0 0:0.0 1:1.0 2:0.0 
0 0:0.0120481927711 1:0.915662650602 2:0.0722891566265 
-1 0:0.166666666667 1:0.833333333333 2:0.0 
0 0:0.0 1:1.0 2:0.0 
-1 0:0.0769230769231 1:0.871794871795 2:0.0512820512821 
0 0:0.025641025641 1:0.564102564103 2:0.410256410256 
0 0:0.0769230769231 1:0.307692307692 2:0.615384615385 
-1 0:0.142857142857 1:0.5 2:0.357142857143 
0 0:0.0 1:0.571428571429 2:0.428571428571 
0 0:0.5 1:0.5 2:0.0 
0 0:0.0 1:0.833333333333 2:0.166666666667 
0 0:0.0571428571429 1:0.457142857143 2:0.485714285714 
0 0:0.0952380952381 1:0.428571428571 2:0.47619047619 
0 0:0.0952380952381 1:0.333333333333 2:0.571428571429 
0 0:0.0833333333333 1:0.75 2:0.166666666667 

books_neu_59
0 0:0.0 1:1.0 2:0.0 
0 0:0.0 1:0.875 2:0.125 
0 0:0.0 1:1.0 2:0.0 
0 0:0.0833333333333 1:0.916666666667 2:0.0 
0 0:0.0 1:1.0 2:0.0 
0 0:0.0 1:1.0 2:0.0 
0 0:0.0 1:1.0 2:0.0 
0 0:0.142857142857 1:0.857142857143 2:0.0 
0 0:0.0 1:1.0 2:0.0 
0 0:0.111111111111 1:0.888888888889 2:0.0 
0 0:0.0 1:1.0 2:0.0 
0 0:0.0 1:1.0 2:0.0 
0 0:0.0526315789474 1:0.894736842105 2:0.0526315789474 
0 0:0.0 1:1.0 2:0.0 
0 0:0.0 1:1.0 2:0.0 
0 0:0.571428571429 1:0.428571428571 2:0.0 
0 0:0.2 1:0.8 2:0.0 
0 0:0.0 1:1.0 2:0.0 

dvds_pos_95
0 0:0.0 1:0.923076923077 2:0.0769230769231 
-1 0:0.333333333333 1:0.666666666667 2:0.0 
0 0:0.0 1:1.0 2:0.0 
-1 0:0.0909090909091 1:0.840909090909 2:0.0681818181818 
0 0:0.0526315789474 1:0.894736842105 2:0.0526315789474 
0 0:0.0333333333333 1:0.366666666667 2:0.6 
0 0:0.0 1:0.714285714286 2:0.285714285714 
0 0:0.25 1:0.5 2:0.25 
0 0:0.0769230769231 1:0.371794871795 2:0.551282051282 
0 0:0.0243902439024 1:0.341463414634 2:0.634146341463 
0 0:0.142857142857 1:0.857142857143 2:0.0 
0 0:0.0625 1:0.4375 2:0.5 
0 0:0.0 1:0.888888888889 2:0.111111111111 
0 0:0.0666666666667 1:0.933333333333 2:0.0 
0 0:0.0 1:0.242424242424 2:0.757575757576 
0 0:0.0 1:0.714285714286 2:0.285714285714 
0 0:0.0 1:0.5 2:0.5 
0 0:0.0 1:0.571428571429 2:0.428571428571 
0 0:0.025 1:0.475 2:0.5 
-1 0:0.0526315789474 1:0.368421052632 2:0.578947368421 

music_neg_26
0 0:0.0 1:1.0 2:0.0 
0 0:0.2 1:0.8 2:0.0 
0 0:0.5 1:0.5 2:0.0 
0 0:0.0666666666667 1:0.866666666667 2:0.0666666666667 
0 0:0.1 1:0.8 2:0.1 
0 0:0.15 1:0.8 2:0.05 

electronics_neg_59
0 0:0.538461538462 1:0.461538461538 2:0.0 
-1 0:0.65 1:0.35 2:0.0 
0 0:0.0 1:1.0 2:0.0 
0 0:0.448275862069 1:0.551724137931 2:0.0 
0 0:0.4 1:0.6 2:0.0 
0 0:0.0 1:1.0 2:0.0 
0 0:0.428571428571 1:0.571428571429 2:0.0 
0 0:0.0 1:1.0 2:0.0 
0 0:0.545454545455 1:0.424242424242 2:0.030303030303 
0 0:0.25 1:0.75 2:0.0 
0 0:0.0322580645161 1:0.967741935484 2:0.0 
0 0:0.333333333333 1:0.666666666667 2:0.0 
0 0:0.166666666667 1:0.833333333333 2:0.0 
0 0:0.25 1:0.75 2:0.0 
0 0:0.0952380952381 1:0.904761904762 2:0.0 
0 0:0.0 1:1.0 2:0.0 
0 0:0.0909090909091 1:0.909090909091 2:0.0 
-1 0:0.181818181818 1:0.818181818182 2:0.0 

electronics_neg_30
0 0:0.357142857143 1:0.642857142857 2:0.0 
0 0:0.75 1:0.25 2:0.0 
0 0:0.466666666667 1:0.533333333333 2:0.0 
0 0:0.466666666667 1:0.533333333333 2:0.0 
0 0:0.357142857143 1:0.571428571429 2:0.0714285714286 
0 0:0.3 1:0.7 2:0.0 
0 0:0.625 1:0.375 2:0.0 
0 0:0.4 1:0.6 2:0.0 
0 0:0.5 1:0.333333333333 2:0.166666666667 

music_neg_29
0 0:0.0 1:0.8 2:0.2 
0 0:0.0 1:1.0 2:0.0 
0 0:0.111111111111 1:0.777777777778 2:0.111111111111 
0 0:0.0 1:1.0 2:0.0 
0 0:0.125 1:0.875 2:0.0 
0 0:0.2 1:0.8 2:0.0 
0 0:0.666666666667 1:0.333333333333 2:0.0 

electronics_pos_41
-1 0:0.5 1:0.25 2:0.25 
0 0:0.3 1:0.5 2:0.2 
0 0:0.3 1:0.6 2:0.1 
0 0:0.111111111111 1:0.555555555556 2:0.333333333333 
0 0:0.0 1:0.714285714286 2:0.285714285714 
0 0:0.0666666666667 1:0.533333333333 2:0.4 
0 0:0.0769230769231 1:0.538461538462 2:0.384615384615 
-1 0:0.111111111111 1:0.555555555556 2:0.333333333333 
0 0:0.6 1:0.4 2:0.0 
-1 0:0.266666666667 1:0.533333333333 2:0.2 

books_neu_23
0 0:0.0 1:1.0 2:0.0 
0 0:0.25 1:0.5 2:0.25 
0 0:0.0 1:1.0 2:0.0 
0 0:0.0869565217391 1:0.608695652174 2:0.304347826087 
0 0:0.5 1:0.5 2:0.0 
0 0:0.25 1:0.75 2:0.0 
0 0:0.0 1:0.75 2:0.25 

videogames_neg_7
0 0:0.6 1:0.4 2:0.0 
0 0:0.222222222222 1:0.555555555556 2:0.222222222222 
0 0:0.545454545455 1:0.454545454545 2:0.0 
0 0:0.142857142857 1:0.857142857143 2:0.0 
0 0:0.333333333333 1:0.5 2:0.166666666667 
0 0:0.142857142857 1:0.857142857143 2:0.0 
0 0:0.5 1:0.5 2:0.0 

music_neu_67
0 0:0.0 1:0.842105263158 2:0.157894736842 
0 0:0.181818181818 1:0.727272727273 2:0.0909090909091 
0 0:0.111111111111 1:0.555555555556 2:0.333333333333 
0 0:0.0540540540541 1:0.540540540541 2:0.405405405405 
0 0:0.428571428571 1:0.571428571429 2:0.0 
-1 0:0.833333333333 1:0.0 2:0.166666666667 
0 0:0.25 1:0.75 2:0.0 
0 0:0.173913043478 1:0.347826086957 2:0.478260869565 
0 0:0.176470588235 1:0.823529411765 2:0.0 
-1 0:0.6 1:0.4 2:0.0 

dvds_neg_17
0 0:0.285714285714 1:0.571428571429 2:0.142857142857 
0 0:0.375 1:0.625 2:0.0 
0 0:0.4 1:0.5 2:0.1 
0 0:0.5 1:0.2 2:0.3 
0 0:0.0 1:1.0 2:0.0 
0 0:0.0 1:0.571428571429 2:0.428571428571 
0 0:0.0 1:0.666666666667 2:0.333333333333 
0 0:0.2 1:0.8 2:0.0 
0 0:0.111111111111 1:0.777777777778 2:0.111111111111 
0 0:0.666666666667 1:0.333333333333 2:0.0 
-1 0:0.263157894737 1:0.736842105263 2:0.0 
0 0:0.285714285714 1:0.714285714286 2:0.0 
0 0:0.466666666667 1:0.466666666667 2:0.0666666666667 
1 0:0.25 1:0.25 2:0.5 

music_pos_27
0 0:0.25 1:0.75 2:0.0 
0 0:0.0 1:1.0 2:0.0 
0 0:0.0 1:0.833333333333 2:0.166666666667 
0 0:0.0 1:1.0 2:0.0 
0 0:0.2 1:0.4 2:0.4 
0 0:0.0909090909091 1:0.909090909091 2:0.0 

videogames_pos_20
-1 0:0.148148148148 1:0.740740740741 2:0.111111111111 
-1 0:0.434782608696 1:0.304347826087 2:0.260869565217 
-1 0:0.170731707317 1:0.365853658537 2:0.463414634146 
-1 0:0.25 1:0.25 2:0.5 
0 0:0.181818181818 1:0.636363636364 2:0.181818181818 
-1 0:0.0833333333333 1:0.604166666667 2:0.3125 
0 0:0.05 1:0.55 2:0.4 
-1 0:0.166666666667 1:0.666666666667 2:0.166666666667 
1 0:0.0769230769231 1:0.794871794872 2:0.128205128205 
0 0:0.181818181818 1:0.545454545455 2:0.272727272727 
0 0:0.0 1:1.0 2:0.0 
-1 0:0.272727272727 1:0.454545454545 2:0.272727272727 
-1 0:0.25 1:0.5 2:0.25 
-1 0:0.105263157895 1:0.315789473684 2:0.578947368421 
-1 0:0.615384615385 1:0.384615384615 2:0.0 
0 0:0.333333333333 1:0.636363636364 2:0.030303030303 
1 0:0.025641025641 1:0.794871794872 2:0.179487179487 
1 0:0.115384615385 1:0.5 2:0.384615384615 
0 0:0.274509803922 1:0.43137254902 2:0.294117647059 

videogames_neg_33
0 0:0.3 1:0.6 2:0.1 
0 0:0.411764705882 1:0.588235294118 2:0.0 
0 0:0.2 1:0.6 2:0.2 
0 0:0.181818181818 1:0.727272727273 2:0.0909090909091 
0 0:0.157894736842 1:0.842105263158 2:0.0 
0 0:0.0 1:1.0 2:0.0 
0 0:0.25 1:0.7 2:0.05 
0 0:0.0526315789474 1:0.842105263158 2:0.105263157895 
0 0:0.315789473684 1:0.631578947368 2:0.0526315789474 
0 0:0.416666666667 1:0.541666666667 2:0.0416666666667 
0 0:0.5 1:0.5 2:0.0 
0 0:0.333333333333 1:0.666666666667 2:0.0 
1 0:0.302325581395 1:0.674418604651 2:0.0232558139535 
0 0:0.615384615385 1:0.307692307692 2:0.0769230769231 
0 0:0.391304347826 1:0.608695652174 2:0.0 
0 0:0.5625 1:0.375 2:0.0625 
0 0:0.421052631579 1:0.578947368421 2:0.0 
0 0:0.583333333333 1:0.416666666667 2:0.0 
0 0:0.0555555555556 1:0.833333333333 2:0.111111111111 
0 0:0.25 1:0.75 2:0.0 
-1 0:0.7 1:0.3 2:0.0 
-1 0:0.6 1:0.4 2:0.0 
-1 0:0.75 1:0.25 2:0.0 
0 0:0.46 1:0.5 2:0.04 

electronics_neu_66
0 0:0.0 1:0.928571428571 2:0.0714285714286 
0 0:0.0714285714286 1:0.928571428571 2:0.0 
0 0:0.0909090909091 1:0.909090909091 2:0.0 
0 0:0.15 1:0.8 2:0.05 
0 0:0.0 1:1.0 2:0.0 
0 0:0.133333333333 1:0.533333333333 2:0.333333333333 
0 0:0.0416666666667 1:0.5 2:0.458333333333 
0 0:0.272727272727 1:0.636363636364 2:0.0909090909091 
0 0:0.3 1:0.7 2:0.0 
0 0:0.454545454545 1:0.545454545455 2:0.0 
0 0:0.25 1:0.75 2:0.0 
0 0:0.0 1:0.75 2:0.25 
0 0:0.1875 1:0.625 2:0.1875 
0 0:0.111111111111 1:0.888888888889 2:0.0 
0 0:0.135135135135 1:0.783783783784 2:0.0810810810811 

videogames_pos_33
-1 0:0.175 1:0.55 2:0.275 
0 0:0.0909090909091 1:0.727272727273 2:0.181818181818 
0 0:0.0 1:0.4 2:0.6 
0 0:0.190476190476 1:0.428571428571 2:0.380952380952 
0 0:0.0 1:0.7 2:0.3 
0 0:0.0 1:0.8 2:0.2 
0 0:0.0 1:0.833333333333 2:0.166666666667 
-1 0:0.0714285714286 1:0.357142857143 2:0.571428571429 
0 0:0.0 1:0.444444444444 2:0.555555555556 
0 0:0.0 1:0.272727272727 2:0.727272727273 
0 0:0.2 1:0.6 2:0.2 
0 0:0.411764705882 1:0.529411764706 2:0.0588235294118 
0 0:0.375 1:0.625 2:0.0 
0 0:0.333333333333 1:0.5 2:0.166666666667 
0 0:0.466666666667 1:0.466666666667 2:0.0666666666667 
0 0:0.444444444444 1:0.444444444444 2:0.111111111111 
0 0:0.129032258065 1:0.806451612903 2:0.0645161290323 
0 0:0.0 1:0.75 2:0.25 

videogames_neu_36
0 0:0.162790697674 1:0.720930232558 2:0.116279069767 
0 0:0.2 1:0.8 2:0.0 
-1 0:0.75 1:0.25 2:0.0 
0 0:0.5 1:0.416666666667 2:0.0833333333333 
0 0:0.25 1:0.5 2:0.25 
0 0:0.285714285714 1:0.571428571429 2:0.142857142857 
0 0:0.25 1:0.75 2:0.0 
-1 0:0.363636363636 1:0.636363636364 2:0.0 
0 0:0.4 1:0.6 2:0.0 
0 0:0.285714285714 1:0.714285714286 2:0.0 
0 0:0.285714285714 1:0.357142857143 2:0.357142857143 
0 0:0.3 1:0.6 2:0.1 
0 0:0.416666666667 1:0.583333333333 2:0.0 
0 0:0.285714285714 1:0.714285714286 2:0.0 
0 0:0.285714285714 1:0.571428571429 2:0.142857142857 

music_neg_51
0 0:0.235294117647 1:0.647058823529 2:0.117647058824 
0 0:0.5 1:0.5 2:0.0 
0 0:0.25 1:0.75 2:0.0 
0 0:0.333333333333 1:0.533333333333 2:0.133333333333 
0 0:0.333333333333 1:0.666666666667 2:0.0 
0 0:0.428571428571 1:0.571428571429 2:0.0 
0 0:0.375 1:0.625 2:0.0 
0 0:0.263157894737 1:0.684210526316 2:0.0526315789474 
-1 0:0.416666666667 1:0.583333333333 2:0.0 
0 0:0.294117647059 1:0.647058823529 2:0.0588235294118 
0 0:0.214285714286 1:0.785714285714 2:0.0 
0 0:0.5 1:0.5 2:0.0 
0 0:0.0 1:1.0 2:0.0 

electronics_neu_8
0 0:0.0454545454545 1:0.863636363636 2:0.0909090909091 
0 0:0.0344827586207 1:0.931034482759 2:0.0344827586207 
0 0:0.0 1:0.857142857143 2:0.142857142857 
0 0:0.142857142857 1:0.857142857143 2:0.0 
0 0:0.0 1:0.730769230769 2:0.269230769231 
0 0:0.153846153846 1:0.769230769231 2:0.0769230769231 
0 0:0.0 1:1.0 2:0.0 
0 0:0.0357142857143 1:0.571428571429 2:0.392857142857 
0 0:0.3 1:0.6 2:0.1 
-1 0:0.25 1:0.642857142857 2:0.107142857143 
0 0:0.307692307692 1:0.692307692308 2:0.0 
0 0:0.25 1:0.583333333333 2:0.166666666667 
0 0:0.0 1:1.0 2:0.0 
0 0:0.333333333333 1:0.666666666667 2:0.0 
0 0:0.25 1:0.75 2:0.0 
0 0:0.25 1:0.75 2:0.0 
0 0:0.173913043478 1:0.826086956522 2:0.0 
0 0:0.0 1:0.888888888889 2:0.111111111111 
-1 0:0.136363636364 1:0.863636363636 2:0.0 
-1 0:0.2 1:0.8 2:0.0 
0 0:0.192307692308 1:0.769230769231 2:0.0384615384615 
0 0:0.529411764706 1:0.470588235294 2:0.0 
0 0:0.285714285714 1:0.571428571429 2:0.142857142857 
0 0:0.428571428571 1:0.5 2:0.0714285714286 
0 0:0.285714285714 1:0.714285714286 2:0.0 
0 0:0.421052631579 1:0.578947368421 2:0.0 
0 0:0.2 1:0.7 2:0.1 

electronics_neg_4
0 0:0.235294117647 1:0.764705882353 2:0.0 
0 0:0.142857142857 1:0.571428571429 2:0.285714285714 
0 0:0.153846153846 1:0.846153846154 2:0.0 
0 0:0.210526315789 1:0.631578947368 2:0.157894736842 
0 0:0.413793103448 1:0.48275862069 2:0.103448275862 
0 0:0.333333333333 1:0.666666666667 2:0.0 
0 0:0.2 1:0.8 2:0.0 
0 0:0.5 1:0.5 2:0.0 
0 0:0.125 1:0.75 2:0.125 
0 0:0.578947368421 1:0.368421052632 2:0.0526315789474 
0 0:0.2 1:0.7 2:0.1 

videogames_pos_39
0 0:0.0 1:0.625 2:0.375 
-1 0:0.5 1:0.0 2:0.5 
0 0:0.0909090909091 1:0.909090909091 2:0.0 
0 0:0.0 1:1.0 2:0.0 
0 0:0.25 1:0.75 2:0.0 
0 0:0.1875 1:0.625 2:0.1875 
0 0:0.4 1:0.6 2:0.0 
0 0:0.357142857143 1:0.642857142857 2:0.0 
0 0:0.0 1:1.0 2:0.0 
0 0:0.588235294118 1:0.352941176471 2:0.0588235294118 
0 0:0.0625 1:0.6875 2:0.25 
0 0:0.166666666667 1:0.722222222222 2:0.111111111111 
-1 0:0.2 1:0.8 2:0.0 
0 0:0.0434782608696 1:0.95652173913 2:0.0 
0 0:0.0588235294118 1:0.941176470588 2:0.0 
0 0:0.304347826087 1:0.695652173913 2:0.0 
0 0:0.181818181818 1:0.727272727273 2:0.0909090909091 
0 0:0.0 1:0.888888888889 2:0.111111111111 
0 0:0.181818181818 1:0.818181818182 2:0.0 
0 0:0.153846153846 1:0.846153846154 2:0.0 
0 0:0.0625 1:0.8125 2:0.125 
